airtable_id,print_id,source_kind,print_status,label_type,error_msg,created_at,claimed_by,claimed_at,printed_by,printed_at,pdf_path
recNCNGB2Nt3IzmgN,PRINT-260516-zmgN,lot,Printed,Bulk_Created,,2026-05-16T23:43:59.000Z,default,2026-05-16T23:44:09.809Z,default,2026-05-16T23:44:10.455Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\default\label_2026-05-16T23-44-09-809Z_recNCNGB2Nt3IzmgN.pdf
recNuUMA8KI29rE1D,PRINT-260512-rE1D,lot,Printed,Bulk_Created,,2026-05-12T22:44:13.000Z,default,2026-05-12T22:44:20.252Z,default,2026-05-12T22:44:20.923Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\default\label_2026-05-12T22-44-20-252Z_recNuUMA8KI29rE1D.pdf
recNwCtxZFh0Sp7yB,PRINT-260505-p7yB,steri_sheet,Printed,,,2026-05-05T22:22:17.000Z,default,2026-05-05T22:22:17.182Z,default,2026-05-05T22:22:19.336Z,
recOQbr9NLG7RkJus,PRINT-260502-kJus,product,Printed,Product_Package,,2026-05-02T17:07:38.000Z,trays,2026-05-02T17:07:47.971Z,trays,2026-05-02T17:07:48.676Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\trays\label_2026-05-02T17-07-47-969Z_recOQbr9NLG7RkJus.pdf
recOcq3CoQyXYpdKx,PRINT-260428-pdKx,product,Printed,Product_Package,,2026-04-28T18:42:30.000Z,default,2026-04-28T18:42:35.183Z,default,2026-04-28T18:42:36.073Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\default\label_2026-04-28T18-42-35-180Z_recOcq3CoQyXYpdKx.pdf
recOogp1lgFBU86kU,PRINT-260509-86kU,product,Printed,Product_Package,,2026-05-09T12:47:00.000Z,trays,2026-05-09T12:47:09.584Z,trays,2026-05-09T12:47:10.334Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\trays\label_2026-05-09T12-47-09-584Z_recOogp1lgFBU86kU.pdf
recOsdBjySKOpuL9I,PRINT-260605-uL9I,product,Printed,Product_Package,,2026-06-05T19:29:36.000Z,default,2026-06-05T19:29:36.767Z,default,2026-06-05T19:29:37.456Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\default\label_2026-06-05T19-29-36-766Z_recOsdBjySKOpuL9I.pdf
recPPAigjmAdFMcZ0,PRINT-260516-McZ0,lot,Printed,Bulk_Created,,2026-05-16T23:40:31.000Z,default,2026-05-16T23:40:35.483Z,default,2026-05-16T23:40:36.413Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\default\label_2026-05-16T23-40-35-481Z_recPPAigjmAdFMcZ0.pdf
recQvpHV5C1VOQ3ba,PRINT-260502-Q3ba,product,Printed,Product_Package,,2026-05-02T17:12:56.000Z,trays,2026-05-02T17:12:56.686Z,trays,2026-05-02T17:12:57.464Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\trays\label_2026-05-02T17-12-56-685Z_recQvpHV5C1VOQ3ba.pdf
recRFmjvgm7BPWW5d,PRINT-260428-WW5d,product,Printed,Product_Package,,2026-04-28T18:36:34.000Z,default,2026-04-28T18:36:41.932Z,default,2026-04-28T18:36:42.614Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\default\label_2026-04-28T18-36-41-931Z_recRFmjvgm7BPWW5d.pdf
recRWvLI7nnCZ8by1,PRINT-260513-8by1,lot,Printed,Cordyceps_Substrate_Inoculated,,2026-05-13T17:14:19.000Z,default,2026-05-13T17:14:26.162Z,default,2026-05-13T17:14:26.860Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\default\label_2026-05-13T17-14-26-160Z_recRWvLI7nnCZ8by1.pdf
recS1SkNX4jeXNn5V,PRINT-260512-Nn5V,lot,Printed,Grain_Inoculated,,2026-05-12T19:38:14.000Z,default,2026-05-12T19:38:22.906Z,default,2026-05-12T19:38:24.224Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\default\label_2026-05-12T19-38-22-904Z_recS1SkNX4jeXNn5V.pdf
recSZcYaEYPGqEHri,PRINT-260424-EHri,product,Printed,Product_Package,,2026-04-24T19:12:49.000Z,trays,2026-04-24T19:12:55.414Z,trays,2026-04-24T19:12:56.113Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\trays\label_2026-04-24T19-12-55-413Z_recSZcYaEYPGqEHri.pdf
recSbeRL0QT933Pgk,PRINT-260514-3Pgk,lot,Printed,Bulk_Created,,2026-05-14T21:12:18.000Z,default,2026-05-14T21:12:18.431Z,default,2026-05-14T21:12:19.344Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\default\label_2026-05-14T21-12-18-429Z_recSbeRL0QT933Pgk.pdf
recTHGDyBp4xSYuiC,PRINT-260605-YuiC,product,Printed,Product_Package,,2026-06-05T19:45:18.000Z,default,2026-06-05T19:45:26.567Z,default,2026-06-05T19:45:27.249Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\default\label_2026-06-05T19-45-26-565Z_recTHGDyBp4xSYuiC.pdf
recU5UgeVFMVRy3L1,PRINT-260514-y3L1,lot,Printed,Bulk_Created,,2026-05-14T21:13:19.000Z,default,2026-05-14T21:13:25.959Z,default,2026-05-14T21:13:26.632Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\default\label_2026-05-14T21-13-25-957Z_recU5UgeVFMVRy3L1.pdf
recVaWbBi7UzGDAqY,PRINT-260512-DAqY,lot,Printed,Cordyceps_Substrate_Inoculated,,2026-05-12T15:28:31.000Z,default,2026-05-12T15:28:36.361Z,default,2026-05-12T15:28:37.263Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\default\label_2026-05-12T15-28-36-360Z_recVaWbBi7UzGDAqY.pdf
recVcdT14PxJ6ImuI,PRINT-260514-ImuI,lot,Printed,Bulk_Created,,2026-05-14T21:13:17.000Z,default,2026-05-14T21:13:26.843Z,default,2026-05-14T21:13:27.610Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\default\label_2026-05-14T21-13-26-842Z_recVcdT14PxJ6ImuI.pdf
recVo7z5F3vtG3duh,PRINT-260505-3duh,product,Printed,Product_Package,,2026-05-05T19:25:02.000Z,trays,2026-05-05T19:25:09.740Z,trays,2026-05-05T19:25:10.744Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\trays\label_2026-05-05T19-25-09-737Z_recVo7z5F3vtG3duh.pdf
recVqzwmrpLEiIuNz,PRINT-260614-IuNz,product,Printed,Product_Package,,2026-06-14T20:46:25.000Z,trays,2026-06-14T20:46:30.004Z,trays,2026-06-14T20:46:30.726Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\trays\label_2026-06-14T20-46-30-003Z_recVqzwmrpLEiIuNz.pdf
recVyum0QlZcUBvDR,PRINT-260505-BvDR,product,Printed,Product_Package,,2026-05-05T19:36:24.000Z,trays,2026-05-05T19:36:31.515Z,trays,2026-05-05T19:36:32.191Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\trays\label_2026-05-05T19-36-31-513Z_recVyum0QlZcUBvDR.pdf
recW5We6c46Bv8mhk,PRINT-260426-8mhk,product,Printed,Product_Package,,2026-04-26T23:22:54.000Z,trays,2026-04-26T23:22:58.075Z,trays,2026-04-26T23:22:59.277Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\trays\label_2026-04-26T23-22-58-071Z_recW5We6c46Bv8mhk.pdf
recWeEH0GQIdsxFX2,PRINT-260512-xFX2,lot,Printed,Bulk_Created,,2026-05-12T22:44:37.000Z,default,2026-05-12T22:44:41.639Z,default,2026-05-12T22:44:42.339Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\default\label_2026-05-12T22-44-41-637Z_recWeEH0GQIdsxFX2.pdf
recWjQPG9m1aDxrig,PRINT-260428-xrig,product,Printed,Product_Package,,2026-04-28T18:49:30.000Z,default,2026-04-28T18:49:32.496Z,default,2026-04-28T18:49:34.554Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\default\label_2026-04-28T18-49-32-494Z_recWjQPG9m1aDxrig.pdf
recX1ilH6OSauielY,PRINT-260605-ielY,product,Printed,Product_Package,,2026-06-05T19:45:04.000Z,default,2026-06-05T19:45:14.107Z,default,2026-06-05T19:45:15.187Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\default\label_2026-06-05T19-45-14-105Z_recX1ilH6OSauielY.pdf
recXTSB3XOcLKZqMq,PRINT-260523-ZqMq,product,Printed,Product_Package,,2026-05-23T00:12:47.000Z,trays,2026-05-23T00:12:56.124Z,trays,2026-05-23T00:12:56.775Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\trays\label_2026-05-23T00-12-56-123Z_recXTSB3XOcLKZqMq.pdf
recYDlOPATh8u1eyu,PRINT-260523-1eyu,product,Printed,Product_Package,,2026-05-23T00:01:01.000Z,trays,2026-05-23T00:01:04.737Z,trays,2026-05-23T00:01:05.814Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\trays\label_2026-05-23T00-01-04-735Z_recYDlOPATh8u1eyu.pdf
recZ2t74EajzadWEM,PRINT-260424-dWEM,product,Printed,Product_Package,,2026-04-24T19:08:27.000Z,trays,2026-04-24T19:08:34.050Z,trays,2026-04-24T19:08:34.701Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\trays\label_2026-04-24T19-08-34-047Z_recZ2t74EajzadWEM.pdf
recZvs2cDveLgbkSk,PRINT-260428-bkSk,product,Printed,Product_Package,,2026-04-28T18:36:45.000Z,default,2026-04-28T18:36:54.928Z,default,2026-04-28T18:36:55.587Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\default\label_2026-04-28T18-36-54-926Z_recZvs2cDveLgbkSk.pdf
recZwAJlqo0ZnwULH,PRINT-260426-wULH,product,Printed,Product_Package,,2026-04-26T23:32:28.000Z,trays,2026-04-26T23:32:35.182Z,trays,2026-04-26T23:32:35.932Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\trays\label_2026-04-26T23-32-35-180Z_recZwAJlqo0ZnwULH.pdf
recbL9IYeleyafLQ6,PRINT-260604-fLQ6,product,Printed,Product_Package,,2026-06-04T15:39:19.000Z,default,2026-06-04T15:39:25.806Z,default,2026-06-04T15:39:29.688Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\default\label_2026-06-04T15-39-25-803Z_recbL9IYeleyafLQ6.pdf
recckAgKshtD9xXqK,PRINT-260428-xXqK,product,Printed,Product_Package,,2026-04-28T20:36:17.000Z,default,2026-04-28T20:36:36.517Z,default,2026-04-28T20:36:40.952Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\default\label_2026-04-28T20-36-36-514Z_recckAgKshtD9xXqK.pdf
reccyKmeAtvMAFfLz,PRINT-260428-FfLz,product,Printed,Product_Package,,2026-04-28T20:36:13.000Z,default,2026-04-28T20:36:13.667Z,default,2026-04-28T20:36:17.697Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\default\label_2026-04-28T20-36-13-665Z_reccyKmeAtvMAFfLz.pdf
recdSryfWpGmLm4mf,PRINT-260422-m4mf,steri_sheet,Printed,,,2026-04-22T12:28:55.000Z,default,2026-04-22T12:30:28.551Z,default,2026-04-22T12:30:30.945Z,
recdreFU1uc9gXL5v,PRINT-260424-XL5v,steri_sheet,Printed,,,2026-04-24T20:23:07.000Z,default,2026-04-24T20:23:14.777Z,default,2026-04-24T20:23:18.831Z,
rece4eiahYKpCtc3a,PRINT-260512-tc3a,steri_sheet,Printed,,,2026-05-12T15:21:57.000Z,default,2026-05-12T15:22:04.166Z,default,2026-05-12T15:22:06.190Z,
rece55Y5Db1ySZ6iu,PRINT-260523-Z6iu,steri_sheet,Printed,Sterilizer_Sheet,,2026-05-23T19:07:30.000Z,default,2026-05-23T19:07:39.702Z,default,2026-05-23T19:07:43.984Z,
recf2pm84LVkWDy9h,PRINT-260424-Dy9h,product,Printed,Product_Package,,2026-04-24T19:08:25.000Z,trays,2026-04-24T19:08:34.924Z,trays,2026-04-24T19:08:35.586Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\trays\label_2026-04-24T19-08-34-923Z_recf2pm84LVkWDy9h.pdf
recfjXguDENICgaGs,PRINT-260512-gaGs,lot,Printed,Cordyceps_Substrate_Inoculated,,2026-05-12T15:40:01.000Z,default,2026-05-12T15:40:06.899Z,default,2026-05-12T15:40:07.688Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\default\label_2026-05-12T15-40-06-898Z_recfjXguDENICgaGs.pdf
recg4JgkFA66tL4ZW,PRINT-260605-L4ZW,product,Printed,Product_Package,,2026-06-05T19:33:46.000Z,default,2026-06-05T19:33:53.758Z,default,2026-06-05T19:33:54.495Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\default\label_2026-06-05T19-33-53-757Z_recg4JgkFA66tL4ZW.pdf
recgBfltpyPOLNg1y,PRINT-260512-Ng1y,lot,Printed,Cordyceps_Substrate_Inoculated,,2026-05-12T15:40:55.000Z,default,2026-05-12T15:41:05.719Z,default,2026-05-12T15:41:06.500Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\default\label_2026-05-12T15-41-05-718Z_recgBfltpyPOLNg1y.pdf
rech9ijrsxvr0V3Vs,PRINT-260512-V3Vs,lot,Printed,Grain_Inoculated,,2026-05-12T19:38:12.000Z,default,2026-05-12T19:38:24.440Z,default,2026-05-12T19:38:25.152Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\default\label_2026-05-12T19-38-24-440Z_rech9ijrsxvr0V3Vs.pdf
rechJ12h6A6Uq5pPK,PRINT-260428-5pPK,product,Printed,Product_Package,,2026-04-28T18:36:29.000Z,default,2026-04-28T18:36:29.073Z,default,2026-04-28T18:36:30.277Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\default\label_2026-04-28T18-36-29-072Z_rechJ12h6A6Uq5pPK.pdf
rechdBduuFPWgW5c4,PRINT-260428-W5c4,product,Printed,Product_Package,,2026-04-28T20:36:43.000Z,default,2026-04-28T20:36:51.488Z,default,2026-04-28T20:36:55.385Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\default\label_2026-04-28T20-36-51-486Z_rechdBduuFPWgW5c4.pdf
rechoJqKV2rKiNq2V,PRINT-260514-Nq2V,lot,Printed,Bulk_Created,,2026-05-14T21:12:21.000Z,default,2026-05-14T21:12:32.026Z,default,2026-05-14T21:12:32.706Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\default\label_2026-05-14T21-12-32-026Z_rechoJqKV2rKiNq2V.pdf
reciEXFXKkrFcexVb,PRINT-260428-exVb,product,Printed,Product_Package,,2026-04-28T20:33:25.000Z,default,2026-04-28T20:33:31.446Z,default,2026-04-28T20:33:35.374Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\default\label_2026-04-28T20-33-31-445Z_reciEXFXKkrFcexVb.pdf
recj7t7SrPaB6WPEH,PRINT-260614-WPEH,product,Printed,Product_Package,,2026-06-14T21:01:51.000Z,trays,2026-06-14T21:01:56.340Z,trays,2026-06-14T21:01:57.013Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\trays\label_2026-06-14T21-01-56-339Z_recj7t7SrPaB6WPEH.pdf
reck82KT2vY4dBd2s,PRINT-260509-Bd2s,product,Printed,Product_Package,,2026-05-09T12:36:16.000Z,trays,2026-05-09T12:36:22.513Z,trays,2026-05-09T12:36:23.230Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\trays\label_2026-05-09T12-36-22-512Z_reck82KT2vY4dBd2s.pdf
reclMe07Cavzkq2nR,PRINT-260605-q2nR,product,Printed,Product_Package,,2026-06-05T19:30:02.000Z,default,2026-06-05T19:30:10.479Z,default,2026-06-05T19:30:11.184Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\default\label_2026-06-05T19-30-10-477Z_reclMe07Cavzkq2nR.pdf
reclmtNF9IFcoc3qc,PRINT-260512-c3qc,lot,Printed,Grain_Inoculated,,2026-05-12T19:38:14.000Z,default,2026-05-12T19:38:25.367Z,default,2026-05-12T19:38:26.100Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\default\label_2026-05-12T19-38-25-366Z_reclmtNF9IFcoc3qc.pdf
recls5p3S3VI7NYRd,PRINT-260604-NYRd,product,Printed,Product_Package,,2026-06-04T15:59:34.000Z,default,2026-06-04T15:59:39.107Z,default,2026-06-04T15:59:42.974Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\default\label_2026-06-04T15-59-39-104Z_recls5p3S3VI7NYRd.pdf
recmHJwF3MEqdmCrQ,PRINT-260512-mCrQ,lot,Printed,Cordyceps_Substrate_Inoculated,,2026-05-12T15:40:00.000Z,default,2026-05-12T15:40:07.930Z,default,2026-05-12T15:40:08.640Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\default\label_2026-05-12T15-40-07-929Z_recmHJwF3MEqdmCrQ.pdf
recmWmbeCAuxuJNoB,PRINT-260512-JNoB,lot,Printed,Grain_Inoculated,,2026-05-12T19:38:10.000Z,default,2026-05-12T19:38:11.558Z,default,2026-05-12T19:38:12.320Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\default\label_2026-05-12T19-38-11-555Z_recmWmbeCAuxuJNoB.pdf
recmkywoL8QC0UQen,PRINT-260605-UQen,product,Printed,Product_Package,,2026-06-05T19:28:24.000Z,default,2026-06-05T19:29:15.136Z,default,2026-06-05T19:29:15.770Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\default\label_2026-06-05T19-29-15-133Z_recmkywoL8QC0UQen.pdf
recmwSuJzPmaKPiox,PRINT-260428-Piox,product,Printed,Product_Package,,2026-04-28T18:36:32.000Z,default,2026-04-28T18:36:42.834Z,default,2026-04-28T18:36:43.523Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\default\label_2026-04-28T18-36-42-832Z_recmwSuJzPmaKPiox.pdf
recn2h1M8h301SoyN,PRINT-260513-SoyN,lot,Printed,Cordyceps_Substrate_Inoculated,,2026-05-13T16:55:53.000Z,default,2026-05-13T16:55:54.853Z,default,2026-05-13T16:55:55.578Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\default\label_2026-05-13T16-55-54-852Z_recn2h1M8h301SoyN.pdf
recnETQ1wW8TAtFXF,PRINT-260422-tFXF,steri_sheet,Printed,,,2026-04-22T12:29:06.000Z,default,2026-04-22T12:30:31.449Z,default,2026-04-22T12:30:32.641Z,
recnOcyF4FGhebfha,PRINT-260502-bfha,product,Printed,Product_Package,,2026-05-02T17:33:25.000Z,trays,2026-05-02T17:33:32.755Z,trays,2026-05-02T17:33:33.517Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\trays\label_2026-05-02T17-33-32-753Z_recnOcyF4FGhebfha.pdf
recnpFjWkGYY9SUxb,PRINT-260516-SUxb,lot,Printed,Bulk_Created,,2026-05-16T23:44:03.000Z,default,2026-05-16T23:44:10.654Z,default,2026-05-16T23:44:11.333Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\default\label_2026-05-16T23-44-10-653Z_recnpFjWkGYY9SUxb.pdf
reco2ISB6NIhBhFnU,PRINT-260516-hFnU,lot,Printed,Bulk_Created,,2026-05-16T23:42:46.000Z,default,2026-05-16T23:42:54.368Z,default,2026-05-16T23:42:55.024Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\default\label_2026-05-16T23-42-54-367Z_reco2ISB6NIhBhFnU.pdf
recokzszChXhRvOf9,PRINT-260614-vOf9,product,Printed,Product_Package,,2026-06-14T20:46:41.000Z,trays,2026-06-14T20:46:41.142Z,trays,2026-06-14T20:46:41.750Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\trays\label_2026-06-14T20-46-41-141Z_recokzszChXhRvOf9.pdf
recowvNh7DfIv4LuB,PRINT-260614-4LuB,product,Printed,Product_Package,,2026-06-14T20:43:38.000Z,trays,2026-06-14T20:43:45.448Z,trays,2026-06-14T20:43:46.064Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\trays\label_2026-06-14T20-43-45-446Z_recowvNh7DfIv4LuB.pdf
recp4vUL4JdjvxYuL,PRINT-260428-xYuL,product,Printed,Product_Package,,2026-04-28T18:48:08.000Z,default,2026-04-28T18:48:08.728Z,default,2026-04-28T18:48:09.482Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\default\label_2026-04-28T18-48-08-727Z_recp4vUL4JdjvxYuL.pdf
recpHzJN0z66jLsDd,PRINT-260605-LsDd,product,Printed,Product_Package,,2026-06-05T19:33:54.000Z,default,2026-06-05T19:34:05.015Z,default,2026-06-05T19:34:05.713Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\default\label_2026-06-05T19-34-05-013Z_recpHzJN0z66jLsDd.pdf
recpJEHPtUuCIbrbi,PRINT-260419-brbi,product,Printed,Product_Package,,2026-04-19T19:59:08.000Z,trays,2026-04-19T19:59:09.525Z,trays,2026-04-19T19:59:10.261Z,C:\mushroomprocess\MushroomProcess\print-daemon\logs\trays\label_2026-04-19T19-59-09-525Z_recpJEHPtUuCIbrbi.pdf
